 
 
                   ###################################################
                   #                                                 #
                   #      GENLINPRED UNCERTAINTY/ERROR ANALYSIS      #
                   #                                                 #
                   ###################################################
 
 
 
                   ANALYSIS DETAILS
                   ----------------
 
    Name of PEST control file                                   : linunc.pst
    Factor by which to multiply observation weights             : 1.0000
    Source of parameter uncertainty data                        : uncertainty file
    Name of uncertainty file                                    : param.unc
 
    Perform global parameter estimability analysis              : yes
         Parameter identifiability                              : yes
         Relative parameter error reduction                     : no
         Relative parameter uncertainty reduction               : yes
 
    Analyse error/uncertainty of an entity                      : yes
         Name of entity                                         : p-trib_1
         Type of entity                                         : prediction
         File containing prediction sensitivities               : linunc.jco
 
         Total error variance                                   : yes
         Total uncertainty                                      : yes
 
         Parameter contributions to error variance              : no
         Parameter contributions to uncertainty                 : yes
         Parameter contributions                                : by group
 
         Observation worth in reducing error variance           : no
         Observation worth in reducing uncertainty variance     : yes
         Observation worth                                      : by group


                   ANALYSIS OF PARAMETERS
                   ----------------------


 Outcomes of running program SUPCALC ----->
 
    Number of dimensions of calibration solution space = 20
    Number of dimensions of calibration null space     = 2185

 Outcomes of parameter identifiability and error/uncertainty variance reduction analysis ----->
 
    Parameter              Identifiability        Rel_uncert_var_redn
    kx3pp433                9.8884462E-03          0.4113481
    kx3pp434                9.9629036E-03          0.4499968
    kx3pp435                2.6007114E-03          0.4585763
    kx3pp436                5.6763262E-03          0.4148954
    kx3pp437                5.7190289E-03          0.4062912
    kx3pp438                9.2895851E-03          0.3281254
    kx3pp439                1.2214022E-02          0.3844044
    kx3pp440                7.6427138E-03          0.2808304
    kx3pp441                3.1415576E-03          0.2148361
    kx3pp442                2.1544884E-04          0.1272071
    kx3pp443                8.0620207E-04          0.1656242
    kx3pp444                1.0232169E-03          0.2299481
    kx3pp445                2.4161165E-03          0.3196190
    kx3pp446                4.5877655E-04          0.3534015
    kx3pp447                4.4836010E-02          0.4813708
    kx3pp448                8.4057158E-03          0.3461724
    kx3pp449                1.1360452E-03          0.2408189
    kx3pp450                3.7149222E-03          0.2446732
    kx3pp451                1.3844083E-03          0.2433721
    kx3pp452                1.8942538E-03          0.2533649
    kx3pp453                5.5841472E-03          0.2560562
    kx3pp454                9.2942907E-03          0.2714135
    kx3pp455                8.0718016E-03          0.3357112
    kx3pp456                6.6751590E-03          0.2823099
    kx3pp457                5.7288321E-02          0.3141895
    kx3pp458                5.1140723E-02          0.3165532
    kx3pp459                1.6587113E-02          0.2009717
    kx3pp460                2.9371941E-02          0.2175936
    kx3pp461                1.8842356E-02          0.2811156
    kx3pp462                1.6584668E-02          0.2928849
    kx3pp463                1.2062093E-02          0.3350102
    kx3pp464                7.5450204E-02          0.4183525
    kx3pp465                3.9151905E-03          0.2731821
    kx3pp466                1.7684407E-03          0.1768615
    kx3pp467                2.7165631E-04          0.1566311
    kx3pp468                2.6996153E-03          0.3332629
    kx3pp469                6.0228579E-02          0.4299030
    kx3pp470                3.0664977E-03          0.4245999
    kx3pp471                1.3318515E-02          0.2979553
    kx3pp472                1.4014286E-02          0.1755292
    kx3pp473                2.4513045E-02          0.5717110
    kx3pp474                1.4175718E-02          0.6476891
    kx3pp475                1.7931801E-02          0.5518843
    kx3pp476                1.2214188E-02          0.4815502
    kx3pp477                1.3241237E-02          0.4307162
    kx3pp478                4.6200569E-02          0.2386325
    kx3pp479                1.9065007E-03          0.2182313
    kx3pp480                5.8726699E-03          0.4510832
    kx3pp481                5.5809442E-03          0.4819495
    kx3pp482                1.0995674E-02          0.4521423
    kx3pp483                5.9413833E-03          0.4584982
    kx3pp484                3.5699182E-03          0.4112531
    kx3pp485                1.1812731E-02          0.3225625
    kx3pp486                2.0400078E-02          0.3465772
    kx3pp487                5.7345870E-03          0.2419164
    kx3pp488                2.7496402E-03          0.2285327
    kx3pp489                3.6262911E-04          0.1011142
    kx3pp490                2.8550251E-04          0.1134280
    kx3pp491                5.2795117E-04          0.2166252
    kx3pp492                1.3118014E-04          9.8364300E-02
    kx3pp493                2.0361846E-04          0.1069076
    kx3pp494                4.2140036E-04          0.2667699
    kx3pp495                3.9154298E-03          0.3650195
    kx3pp496                7.0424209E-03          0.4658863
    kx3pp497                2.7595320E-03          0.4436891
    kx3pp498                5.7713626E-03          0.3843057
    kx3pp499                8.9878115E-04          0.4090494
    kx3pp500                9.6002473E-03          0.4191075
    kx3pp501                1.8994020E-02          0.4309762
    kx3pp502                6.3587676E-03          0.4480189
    kx3pp503                1.7857788E-02          0.4089957
    kx3pp504                1.4146468E-02          0.3755906
    kx3pp505                1.7585375E-02          0.3406974
    kx3pp506                6.6257902E-03          0.3517418
    kx3pp507                2.9159452E-03          0.2465412
    kx3pp508                1.1032728E-03          0.2183636
    kx3pp509                1.1393783E-02          0.3022464
    kx3pp510                1.3134205E-02          0.3176550
    kx3pp511                1.4030160E-03          0.1848862
    kx3pp512                5.0092827E-03          0.2469927
    kx3pp513                2.7174346E-02          0.3961138
    kx3pp514                5.6512531E-03          0.2973803
    kx3pp515                3.4687948E-03          0.4637603
    kx3pp516                1.2220744E-02          0.4736761
    kx3pp517                1.1595845E-02          0.3672646
    kx3pp518                6.2778677E-03          0.2171401
    kx3pp519                9.3620219E-03          0.4330454
    kx3pp520                9.2878301E-03          0.4988419
    kx3pp521                6.3078039E-02          0.4739405
    kx3pp522                8.1932213E-03          0.4822773
    kx3pp523                4.4562418E-03          0.3888419
    rchpp001                1.9135180E-03          5.1481300E-02
    rchpp002                4.0422424E-03          5.5999600E-02
    rchpp003                3.0228191E-03          5.3171300E-02
    rchpp004                2.2006024E-03          5.7354400E-02
    rchpp005                1.8583594E-04          1.1769400E-02
    rchpp006                1.8927103E-04          6.6660000E-03
    rchpp007                1.2432805E-04          8.3015000E-03
    rchpp008                2.5503099E-04          9.2223000E-03
    rchpp009                1.9827565E-04          8.9338000E-03
    rchpp010                2.0490543E-04          8.7695000E-03
    rchpp011                2.0449242E-04          8.0627000E-03
    rchpp012                2.5403878E-05          8.3286000E-03
    rchpp013                5.9725264E-04          2.0197700E-02
    rchpp014                8.4446992E-04          1.8476400E-02
    rchpp015                6.2713476E-04          3.4496600E-02
    rchpp016                9.0867728E-04          3.5770900E-02
    rchpp017                1.3864442E-03          5.8993500E-02
    rchpp018                1.6487577E-03          0.1140588
    rchpp019                2.1229778E-03          6.6210000E-02
    rchpp020                1.0974188E-03          0.1210737
    rchpp021                2.3844618E-03          7.1158800E-02
    rchpp022                2.3270236E-03          5.0145100E-02
    rchpp023                2.6262594E-03          7.9325400E-02
    rchpp024                1.9354082E-03          7.7768800E-02
    rchpp025                1.7901808E-03          7.0988500E-02
    rchpp026                9.3332544E-04          8.1402100E-02
    rchpp027                7.7257940E-04          6.8347000E-02
    rchpp028                1.2875454E-03          7.4644300E-02
    rchpp029                5.1793410E-03          9.9311900E-02
    rchpp030                2.3051885E-03          8.7593200E-02
    rchpp031                2.9079202E-03          9.9633000E-02
    rchpp032                3.2304715E-03          0.1113909
    rchpp033                5.4685056E-03          0.1040201
    rchpp034                3.6959600E-03          0.1164664
    rchpp035                5.1001680E-03          0.1048471
    rchpp036                2.8974675E-03          8.3065400E-02
    rchpp037                9.0812215E-03          0.1048632
    rchpp038                5.0571412E-03          0.1223937
    rchpp039                3.8540886E-03          0.1026078
    rchpp040                1.9948691E-03          7.7969900E-02
    rchpp041                4.8858226E-03          4.9302000E-02
    rchpp042                4.1695120E-03          4.0038700E-02
    rchpp043                1.4524351E-03          6.8268600E-02
    rchpp044                1.3523871E-03          5.2552500E-02
    rchpp045                8.6722123E-04          2.7934000E-03
    rchpp046                3.0670518E-04          7.3365300E-02
    rchpp047                5.2845972E-03          6.2501000E-03
    rchpp048                9.9844731E-04          4.6933000E-03
    rchpp049                4.9432942E-03          0.1259158
    rchpp050                1.4736187E-03          3.5771000E-03
    rchpp051                1.2674534E-03          1.6193000E-03
    rchpp052                1.2393494E-03          1.6468000E-03
    rchpp053                3.0417429E-03          8.6697300E-02
    rchpp054                2.8961262E-04          5.4113500E-02
    rchpp055                2.1699232E-03          7.3881800E-02
    rchpp056                6.2754385E-04          6.4004200E-02
    rchpp057                4.4126009E-04          1.3652100E-02
    rchpp058                4.3211245E-04          1.6242400E-02
    rchpp059                3.8189257E-04          1.0993300E-02
    rchpp060                3.2061768E-04          2.3074900E-02
    rchpp061                4.3847260E-04          1.9898600E-02
    rchpp062                1.7619611E-03          3.2092700E-02
    rchpp063                2.4682026E-03          5.8098200E-02
    rchpp064                3.7974460E-02          0.1679986
    rchpp065                4.5553541E-03          0.1612934
    rchpp066                8.9327560E-03          0.1815993
    rchpp067                2.0002871E-03          6.2000900E-02
    rchpp068                9.5320987E-04          3.5083000E-02
    rchpp069                2.6750371E-04          2.8697500E-02
    rchpp070                4.6013956E-04          2.0891500E-02
    rchpp071                8.2740201E-04          3.2128200E-02
    rchpp072                4.0511832E-04          2.0967800E-02
    rchpp073                1.0829500E-03          4.4789800E-02
    rchpp074                1.0689073E-03          4.3059700E-02
    rchpp075                1.1221747E-03          3.5022100E-02
    rchpp076                6.7997226E-04          3.9330700E-02
    rchpp077                2.1893513E-04          9.3286000E-03
    rchpp078                1.3582870E-03          2.3646300E-02
    rchpp079                1.6124098E-03          3.5745900E-02
    rchpp080                4.2394140E-03          0.1062203
    rchpp081                5.7984419E-03          0.1095441
    rchpp082                8.4008296E-06          3.4003800E-02
    rchpp083                1.1504952E-03          5.4440200E-02
    rchpp084                2.6303817E-05          2.6876900E-02
    rchpp085                2.0707199E-06          2.2328700E-02
    rchpp086                3.1215666E-03          0.1179634
    rchpp087                9.1203084E-04          7.8270000E-02
    rchpp088                4.5411477E-04          6.2830000E-02
    rchpp089                8.7587356E-04          4.8356700E-02
    rchpp090                6.3053638E-04          5.2221500E-02
    rchpp091                1.0813412E-03          6.4900900E-02
    rchpp092                1.0035491E-03          8.5554500E-02
    rchpp093                2.6186885E-04          1.2839900E-02
    rchpp094                1.0165965E-03          2.8370800E-02
    rchpp095                8.9303507E-07          1.1850000E-02
    rchpp096                9.3805922E-04          5.9006400E-02
    rchpp097                1.2620226E-03          8.9509800E-02
    rchpp098                1.0604968E-03          8.7179600E-02
    rchpp099                1.9594512E-03          7.7910300E-02
    rchpp100                3.2304198E-03          9.0052400E-02
    rchpp101                9.6341379E-04          6.9776400E-02
    rchpp102                1.3337608E-04          9.2935000E-03
    rchpp103                6.9478241E-04          3.3073600E-02
    rchpp104                2.0799322E-04          1.8595800E-02
    rchpp105                3.4140560E-04          1.9143800E-02
    rchpp106                1.3101916E-03          0.1070216
    rchpp107                2.6333467E-04          4.1148300E-02
    rchpp108                5.9013420E-04          9.3560000E-04
    rchpp109                8.7345893E-04          2.6586000E-03
    rchpp110                1.0548811E-04          1.3568400E-02
    rchpp111                2.0209082E-04          1.0870000E-04
    rchpp112                1.6462775E-04          1.4620000E-04
    rchpp113                1.3749123E-04          4.5920000E-04
    rchpp114                2.2560866E-04          6.5970000E-04
    rchpp115                1.5751890E-03          2.1676000E-03
    rchpp116                4.2946929E-04          5.6970000E-04
    rchpp117                3.5626432E-04          8.7230000E-04
    rchpp118                1.4017128E-03          1.9895000E-03
    rchpp119                5.9534225E-04          2.8716000E-03
    rchpp120                2.5114042E-03          3.5175000E-03
    rchpp121                2.0687855E-04          1.1140000E-04
    rchpp122                3.3175742E-04          7.2800000E-05
    rchpp123                1.4496856E-04          4.8200000E-05
    rchpp124                3.9229407E-05          1.6900000E-05
    rchpp125                8.2512810E-04          5.6890000E-04
    rchpp126                3.8587321E-04          8.7680000E-04
    rchpp127                1.5973640E-04          4.7420000E-04
    rchpp128                8.7954457E-04          2.2380000E-03
    rchpp129                2.0043540E-04          4.0320000E-04
    rchpp130                7.1811351E-05          4.2750000E-04
    rchpp131                2.7468186E-04          7.7500000E-04
    rchpp132                4.3328885E-04          7.2490000E-04
    rchpp133                1.5918234E-04          2.3140000E-04
    rchpp134                2.1348457E-04          1.8080000E-04
    rchpp135                8.8822204E-04          3.8528000E-03
    rchpp136                7.7260803E-04          4.4168000E-03
    rchpp137                1.2108909E-03          4.0583000E-03
    rchpp138                2.6088558E-04          2.4242000E-03
    rchpp139                1.5788782E-03          2.6718000E-03
    rchpp140                1.0352050E-04          3.3110000E-04
    rchpp141                1.0257009E-04          3.1080000E-04
    rchpp142                1.1289017E-03          3.6350000E-04
    rchpp143                4.8033098E-04          1.8016200E-02
    rchpp144                1.6857119E-04          1.6393800E-02
    rchpp145                1.7610237E-05          9.9577000E-03
    rchpp146                7.5611823E-06          5.1878000E-03
    rchpp147                2.9734503E-05          3.2965000E-03
    rchpp148                1.5988835E-05          3.6404000E-03
    rchpp149                5.3715169E-05          4.6360000E-03
    rchpp150                4.7349176E-05          7.8991000E-03
    rchpp151                2.0350900E-04          9.1905000E-03
    rchpp152                5.9166247E-05          8.4924000E-03
    rchpp153                1.3830172E-04          1.0181600E-02
    rchpp154                2.2893127E-04          9.4499000E-03
    rchpp155                1.5919192E-04          1.4382300E-02
    rchpp156                6.3791696E-04          3.9217700E-02
    rchpp157                2.1071353E-04          2.5704400E-02
    rchpp158                5.8760685E-04          2.7558100E-02
    rchpp159                3.6729151E-04          3.1795100E-02
    rchpp160                5.4411026E-05          1.4001900E-02
    rchpp161                5.0923709E-04          3.4630800E-02
    rchpp162                9.0399412E-04          5.3814000E-02
    rchpp163                3.9939435E-04          1.5021400E-02
    rchpp164                3.5431003E-04          1.3227100E-02
    rchpp165                4.1276060E-04          4.3358500E-02
    rchpp166                1.8152116E-04          1.2216800E-02
    rchpp167                9.7586388E-05          1.1122900E-02
    rchpp168                8.7448260E-05          1.0450600E-02
    rchpp169                9.5371388E-05          9.7489000E-03
    rchpp170                9.3626091E-05          4.0230000E-04
    rchpp171                9.0963424E-05          1.0505200E-02
    rchpp172                3.7234215E-05          2.2520000E-04
    rchpp173                4.2906845E-05          4.4600000E-04
    rchpp174                1.0432802E-04          4.4260000E-04
    rchpp175                2.6600913E-04          4.0700000E-04
    rchpp176                5.4120615E-05          4.4600000E-04
    rchpp177                1.6303665E-04          1.0076700E-02
    rchpp178                3.1891930E-04          3.4410000E-04
    rchpp179                8.3305924E-05          1.3473400E-02
    rchpp180                7.4593487E-05          1.2175500E-02
    rchpp181                9.5697347E-05          1.0890600E-02
    rchpp182                4.3752547E-05          9.9170000E-03
    rchpp183                1.2896051E-04          1.0447800E-02
    rchpp184                1.6083517E-04          9.9444000E-03
    rchpp185                9.5094997E-05          1.0078000E-02
    rchpp186                1.6029465E-04          1.0642800E-02
    rchpp187                1.3728579E-04          1.9340000E-04
    rchpp188                1.0443244E-04          1.0952700E-02
    rchpp189                5.7806389E-05          1.1898600E-02
    rchpp190                5.2783349E-05          1.3171500E-02
    rchpp191                7.7602425E-05          1.5749500E-02
    rchpp192                1.2879066E-04          1.6012800E-02
    rchpp193                4.1146737E-04          1.5904800E-02
    rchpp194                1.3430984E-04          1.3424600E-02
    rchpp195                3.2529314E-04          1.2253200E-02
    rchpp196                2.0313146E-04          1.2041400E-02
    rchpp197                4.3621977E-04          1.1867600E-02
    rchpp198                1.3788680E-04          1.5692100E-02
    rchpp199                1.4034953E-04          1.4941000E-02
    rchpp200                1.6684813E-04          1.1978600E-02
    rchpp201                3.1634119E-04          1.5190000E-04
    rchpp202                2.4396825E-04          6.5940000E-04
    rchpp203                1.4470250E-03          9.1396100E-02
    rchpp204                4.9030015E-03          0.1077783
    rchpp205                1.5279494E-03          7.3164200E-02
    rchpp206                1.2007665E-03          2.7265300E-02
    rchpp207                2.0507529E-04          1.3539600E-02
    rchpp208                5.9090648E-05          1.3558800E-02
    rchpp209                2.8537225E-04          1.0293400E-02
    rchpp210                5.3883808E-04          2.2534500E-02
    rchpp211                6.7677249E-04          2.6908000E-02
    rchpp212                1.4114016E-03          4.3038300E-02
    rchpp213                1.3830046E-03          3.6334300E-02
    rchpp214                1.0719979E-03          4.3979900E-02
    rchpp215                1.1972982E-03          3.9842200E-02
    rchpp216                5.3602187E-04          2.1787200E-02
    rchpp217                1.5149865E-03          4.8737900E-02
    rchpp218                6.8832603E-04          3.0001300E-02
    rchpp219                4.7857278E-05          1.2967800E-02
    rchpp220                6.5352465E-05          1.2475700E-02
    rchpp221                2.4651488E-04          2.3083400E-02
    rchpp222                1.2774974E-04          1.8264600E-02
    rchpp223                2.1092583E-04          2.0701000E-02
    rchpp224                4.1424297E-04          3.5454200E-02
    rchpp225                4.3428248E-05          1.1492600E-02
    rchpp226                7.2016593E-04          4.1474400E-02
    rchpp227                9.6100068E-04          5.3345300E-02
    rchpp228                6.3711178E-04          4.5480500E-02
    rchpp229                1.6575111E-03          4.2501700E-02
    rchpp230                5.2844811E-04          2.4774200E-02
    rchpp231                1.6031628E-04          1.8897300E-02
    rchpp232                1.8525502E-03          4.0047300E-02
    rchpp233                1.7641454E-03          4.2522800E-02
    rchpp234                2.7334298E-05          1.1587600E-02
    rchpp235                2.6568843E-06          1.2107900E-02
    rchpp236                2.3427733E-04          2.6365500E-02
    rchpp237                7.5558503E-04          3.1103400E-02
    rchpp238                3.3208857E-03          5.5747500E-02
    rchpp239                2.0352377E-04          2.2249900E-02
    rchpp240                3.1243941E-03          4.7273200E-02
    rchpp241                1.4221082E-03          6.4880100E-02
    rchpp242                1.4115213E-03          3.8304900E-02
    rchpp243                3.2699108E-04          1.8208700E-02
    rchpp244                2.4041426E-04          1.6152700E-02
    rchpp245                2.2752719E-04          1.5985400E-02
    rchpp246                3.3616848E-04          2.4588600E-02
    rchpp247                3.6453361E-04          1.9145300E-02
    rchpp248                3.7424060E-04          1.3981300E-02
    rchpp249                3.4629903E-04          1.7017400E-02
    rchpp250                3.6204675E-04          3.2209500E-02
    rchpp251                4.7360189E-04          1.9005900E-02
    rchpp252                3.2972293E-04          2.8348000E-02
    rchpp253                2.7995294E-04          3.0367000E-02
    rchpp254                1.5334061E-03          4.9169800E-02
    rchpp255                9.3560083E-04          5.6929700E-02
    rchpp256                7.0614041E-04          4.5660400E-02
    rchpp257                1.0361144E-03          2.4171100E-02
    rchpp258                5.6720125E-04          3.4069700E-02
    rchpp259                5.8195429E-04          4.0946500E-02
    rchpp260                5.4841776E-04          3.7549200E-02
    rchpp261                5.8391111E-04          5.5592100E-02
    rchpp262                6.2311259E-04          6.2501300E-02
    rchpp263                3.0930025E-04          7.1167100E-02
    rchpp264                5.9769396E-04          7.5548700E-02
    rchpp265                1.6546281E-03          0.1108084
    rchpp266                4.6158991E-03          0.1264061
    rchpp267                2.3032570E-03          0.1227410
    rchpp268                1.0366065E-03          8.9794300E-02
    rchpp269                6.8984222E-04          7.0123500E-02
    rchpp270                3.0528020E-03          0.1116382
    rchpp271                1.9281715E-03          9.5419500E-02
    rchpp272                8.4834271E-04          8.4111200E-02
    rchpp273                7.4558863E-04          9.4241000E-02
    rchpp274                1.5400110E-03          0.1087137
    rchpp275                9.1999047E-04          5.4860300E-02
    rchpp276                9.3388832E-04          6.1645700E-02
    rchpp277                6.3857212E-04          7.2750900E-02
    rchpp278                6.4223194E-04          5.9808200E-02
    rchpp279                1.7966007E-03          8.8620000E-02
    rchpp280                1.1432140E-03          8.5458100E-02
    rchpp281                8.4339557E-03          6.2981500E-02
    rchpp282                4.5926764E-04          7.5578100E-02
    rchpp283                5.1499269E-04          7.7934800E-02
    rchpp284                4.2982149E-04          6.9129100E-02
    rchpp285                9.8732015E-04          8.1208600E-02
    rchpp286                1.2960612E-03          6.6093100E-02
    rchpp287                3.4149058E-03          5.9528900E-02
    rchpp288                9.0652895E-04          6.3233700E-02
    rchpp289                7.3701833E-04          7.1600500E-02
    rchpp290                3.3362940E-04          7.3529400E-02
    rchpp291                5.3225515E-04          6.3436900E-02
    rchpp292                7.5597994E-04          6.2853300E-02
    rchpp293                1.8331812E-03          7.3265600E-02
    rchpp294                1.3006471E-03          7.4483300E-02
    rchpp295                1.6688373E-03          6.6953600E-02
    rchpp296                8.2813576E-04          8.5405900E-02
    rchpp297                1.7299828E-03          9.3269700E-02
    rchpp298                9.6499618E-04          9.0724500E-02
    rchpp299                7.7514919E-04          8.3736300E-02
    rchpp300                8.0280432E-04          8.8415900E-02
    rchpp301                1.0402121E-03          9.5886300E-02
    rchpp302                1.0069334E-03          7.2351600E-02
    rchpp303                1.0032198E-03          7.8364000E-02
    rchpp304                2.0996522E-03          8.0026100E-02
    rchpp305                1.0139059E-03          5.7686600E-02
    rchpp306                9.9391192E-04          7.4751800E-02
    rchpp307                9.1946416E-04          6.9816400E-02
    rchpp308                2.8947690E-04          2.1055900E-02
    rchpp309                2.8129471E-04          2.2579500E-02
    rchpp310                3.0067470E-04          2.7515400E-02
    rchpp311                2.5557266E-04          1.7203200E-02
    rchpp312                3.5570165E-04          1.9956900E-02
    rchpp313                1.7095284E-05          1.1335900E-02
    rchpp314                2.1025761E-06          3.7836000E-03
    rchpp315                5.7553054E-05          7.9726000E-03
    rchpp316                1.7489287E-04          1.0489800E-02
    rchpp317                2.2016844E-04          1.1150700E-02
    rchpp318                2.3167665E-04          1.0720200E-02
    rchpp319                2.9758206E-04          9.7420000E-03
    rchpp320                9.9877612E-05          9.0024000E-03
    rchpp321                1.6840594E-04          9.7210000E-03
    rchpp322                2.6791448E-04          1.1123800E-02
    rchpp323                9.6551648E-05          1.3773700E-02
    rchpp324                3.3394902E-04          1.9315100E-02
    rchpp325                2.0465168E-04          2.0769800E-02
    rchpp326                2.8949278E-04          8.8156000E-03
    rchpp327                1.4299681E-04          8.9699000E-03
    rchpp328                8.0425388E-05          9.0055000E-03
    rchpp329                1.0513618E-04          8.8800000E-03
    rchpp330                7.8514767E-05          7.3015000E-03
    rchpp331                6.3989794E-05          5.2886000E-03
    rchpp332                1.2266109E-04          6.2522000E-03
    rchpp333                5.4974015E-05          5.5079000E-03
    rchpp334                3.1778745E-05          4.8178000E-03
    rchpp335                1.6808180E-04          8.0689000E-03
    rchpp336                2.2173957E-04          8.9024000E-03
    rchpp337                4.6337405E-05          8.3296000E-03
    rchpp338                3.0564755E-04          8.3182000E-03
    rchpp339                1.3456412E-04          7.9894000E-03
    rchpp340                8.9981312E-05          8.4812000E-03
    rchpp341                1.1193774E-04          8.8744000E-03
    rchpp342                2.9508929E-04          1.2563600E-02
    rchpp343                2.6394721E-04          1.5991100E-02
    rchpp344                1.1321130E-04          1.0324200E-02
    rchpp345                1.3089310E-04          1.0752900E-02
    rchpp346                3.6486454E-04          1.9652700E-02
    rchpp347                6.6675186E-04          1.8539100E-02
    rchpp348                2.6702651E-04          9.4513000E-03
    rchpp349                1.0581189E-04          1.2460900E-02
    rchpp350                2.4477500E-04          1.0373400E-02
    rchpp351                2.7208055E-04          8.1123000E-03
    rchpp352                1.9058113E-04          1.0961000E-02
    rchpp353                6.9787107E-05          1.2438600E-02
    rchpp354                4.6492992E-05          5.1732000E-03
    rchpp355                7.0932241E-05          6.5839000E-03
    rchpp356                8.7686196E-05          1.3696100E-02
    rchpp357                8.8628232E-05          1.0786900E-02
    rchpp358                6.2265854E-05          1.1869500E-02
    rchpp359                1.0619171E-04          1.6668000E-02
    rchpp360                1.3850433E-04          1.0043800E-02
    rchpp361                3.0093128E-04          1.8440500E-02
    rchpp362                3.1391859E-04          1.4933900E-02
    rchpp363                5.6378011E-05          5.1555000E-03
    rchpp364                6.4389025E-04          1.9310200E-02
    rchpp365                4.0589077E-04          1.3510400E-02
    rchpp366                1.2207314E-03          3.2863900E-02
    rchpp367                9.8463258E-04          3.4764900E-02
    rchpp368                1.0102446E-03          3.9780400E-02
    rchpp369                4.9261464E-04          3.1299600E-02
    rchpp370                3.9419301E-04          2.8607500E-02
    rchpp371                3.2039010E-04          2.4671500E-02
    rchpp372                3.4864166E-04          1.8399800E-02
    rchpp373                1.1602926E-03          3.9903400E-02
    rchpp374                8.7937429E-04          5.6231100E-02
    rchpp375                2.2897633E-03          9.8625000E-02
    rchpp376                6.6924937E-04          6.6665700E-02
    rchpp377                7.9759442E-04          4.8888300E-02
    rchpp378                7.9538773E-04          5.8895300E-02
    rchpp379                1.2565585E-03          7.3179900E-02
    rchpp380                1.8461356E-03          0.1032859
    rchpp381                2.0485457E-03          8.7535800E-02
    rchpp382                1.3722329E-03          8.7212400E-02
    rchpp383                9.4240161E-04          8.1192900E-02
    rchpp384                2.0256755E-03          0.1033103
    rchpp385                3.0270335E-03          0.1493425
    rchpp386                1.1127609E-03          0.1194126
    rchpp387                1.5256444E-03          0.1297523
    rchpp388                1.9082696E-02          0.1732909
    rchpp389                4.2951352E-02          0.1553746
    rchpp390                2.9461282E-03          0.1028631
    rchpp391                2.2887421E-03          0.1108920
    rchpp392                2.9403715E-03          0.1104093
    rchpp393                7.3967355E-04          0.1031326
    rchpp394                6.4882038E-04          3.2529400E-02
    rchpp395                1.2397039E-03          0.1382026
    rchpp396                1.3164872E-03          6.6683200E-02
    rchpp397                3.6190771E-04          4.6888900E-02
    rchpp398                1.2776709E-03          9.3873600E-02
    rchpp399                2.0269810E-03          5.8920100E-02
    rchpp400                7.2376990E-04          4.1066200E-02
    rchpp401                7.0995857E-04          3.9507500E-02
    rchpp402                3.5721700E-04          2.9035400E-02
    rchpp403                3.9598925E-04          2.7624800E-02
    rchpp404                4.0102394E-05          1.6409800E-02
    rchpp405                8.8626272E-05          1.7712700E-02
    rchpp406                2.8676336E-04          2.3513000E-02
    rchpp407                7.4097225E-04          4.7978400E-02
    rchpp408                5.6578610E-04          3.7083000E-02
    rchpp409                9.0289718E-04          3.8015200E-02
    rchpp410                7.8925685E-04          4.5222000E-02
    rchpp411                2.0726549E-03          9.0800600E-02
    rchpp412                1.1589782E-03          5.8446700E-02
    rchpp413                1.6323874E-03          5.3523600E-02
    rchpp414                1.0018876E-03          4.6221300E-02
    rchpp415                3.7219903E-03          0.1095579
    rchpp416                4.8789065E-03          0.1417677
    rchpp417                6.4089558E-03          0.1639389
    rchpp418                4.9220443E-03          0.1293793
    rchpp419                4.7857591E-03          8.1277400E-02
    rchpp420                1.7449675E-03          0.1201037
    rchpp421                6.7198268E-03          0.1479338
    rchpp422                1.8265543E-03          0.1203289
    rchpp423                5.5364010E-03          0.1362020
    rchpp424                1.3384199E-02          0.1788592
    rchpp425                1.6868874E-03          0.1345925
    rchpp426                1.3587348E-03          0.1252000
    rchpp427                1.6844973E-03          0.1206516
    rchpp428                3.3493389E-03          0.1499454
    rchpp429                2.8095106E-03          0.1589395
    rchpp430                2.4567083E-03          0.1138298
    rchpp431                2.3848368E-03          8.9690100E-02
    rchpp432                1.0621903E-03          7.8302200E-02
    rchpp433                9.5742923E-04          6.8236000E-02
    rchpp434                5.8543112E-04          6.6992000E-02
    rchpp435                2.7604337E-04          6.1692800E-02
    rchpp436                5.6406076E-04          6.7852700E-02
    rchpp437                5.8822300E-04          6.9271800E-02
    rchpp438                1.0729324E-03          7.1002100E-02
    rchpp439                6.3249809E-04          7.4867700E-02
    rchpp440                1.8441854E-03          7.5924900E-02
    rchpp441                1.3251803E-03          7.0374000E-02
    rchpp442                9.0357986E-05          3.0553200E-02
    rchpp443                4.2996757E-04          3.3311900E-02
    rchpp444                4.8103197E-04          3.7806100E-02
    rchpp445                2.7422792E-04          3.3858600E-02
    rchpp446                5.0086492E-05          2.3931600E-02
    rchpp447                7.3541512E-06          2.3766800E-02
    rchpp448                1.5161500E-04          5.5129500E-02
    rchpp449                4.6801236E-04          4.3622900E-02
    rchpp450                1.0950267E-03          6.4955200E-02
    rchpp451                3.6576862E-04          6.0092300E-02
    rchpp452                3.9379734E-04          5.4727500E-02
    rchpp453                8.3649100E-04          6.9681100E-02
    rchpp454                1.5200196E-03          8.0730300E-02
    rchpp455                3.7035830E-04          5.7340900E-02
    rchpp456                1.7357946E-03          9.9064900E-02
    rchpp457                3.4680968E-03          0.1026540
